Schlüssel;Identnummer;Detailnetzsegment;Straßenbezeichnung;Straßenname;Bezirk;Ortsteil;RVA-Typ;Typ;Länge [m];Benutzungspflicht
8376;09-000699;57470001_57470002.02;-;Spindlersfelder Straße;Treptow-Köpenick;Oberschöneweide;Radwege;Radfahrerfurt Z 340;41,00;ja
8377;09-000700;56470013_57470001.01;-;An der Wuhlheide;Treptow-Köpenick;Oberschöneweide;Radwege;Radfahrerfurt Z 340;15,00;ja
8378;09-000701;56470013_57470001.01;-;An der Wuhlheide;Treptow-Köpenick;Oberschöneweide;Radwege;Geh-/Radweg, baulich unterschieden;31,00;ja
8379;09-000702;56470010_56470013.01;-;An der Wuhlheide;Treptow-Köpenick;Oberschöneweide;Radwege;Gehweg, mit Radverkehr frei;211,00;nein
8380;02-000600;45510008_45510028.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;29,00;nein
8381;02-000601;45510035_45510008.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;94,00;nein
8382;02-000602;45510033_45510008.02;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;27,00;ja
8383;02-000603;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;57,00;ja
8384;02-000604;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;155,00;ja
8385;02-000605;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;40,00;ja
8386;02-000606;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;18,00;ja
8387;02-000607;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;18,00;ja
8388;02-000608;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;19,00;ja
8389;02-000609;45510033_45510008.02;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;26,00;ja
9225;03-000053;49560012_50560024.01;-;Storkower Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;24,00;nein
8390;02-000610;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;193,00;ja
8391;02-000611;45510008_45510002.02;-;Bergmannstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;20,00;nein
8392;02-000612;45510008_45510002.02;-;Bergmannstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;20,00;nein
8393;02-000613;45510028_45520013.01;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;24,00;nein
8394;02-000614;45510028_45520013.01;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radweg, baulich getrennt;152,00;nein
8395;02-000615;45520013_45520014.02;-;Gneisenaustraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radweg, baulich getrennt;193,00;ja
8396;02-000616;45520013_45520014.02;-;Gneisenaustraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radweg, baulich getrennt;184,00;ja
8397;02-000617;45510026_45510027.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;16,00;nein
8398;02-000618;45510027_45520015.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;159,00;nein
8399;02-000619;45510027_45520015.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;17,00;nein
8400;02-000620;45510027_45520015.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;147,00;nein
8401;02-000621;45510027_45520015.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;13,00;nein
8402;07-001656;40490086_40490085.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Radwege;Radfahrerfurt Z 340;15,00;ja
8403;07-001657;40490086_40490085.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;35,00;ja
8404;07-001658;40490086_40490085.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Radwege;Radfahrerfurt Z 340;20,00;ja
8405;07-001659;40490084_40490085.02;-;Rheingaustraße;Tempelhof-Schöneberg;Friedenau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;65,00;nein
8406;07-001660;41500078_41500051.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Radwege;Radfahrerfurt Z 340;19,00;nein
8407;07-001661;41500078_41500051.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;25,00;nein
8408;07-001662;41500051_41500062.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;171,00;nein
8409;07-001663;41500051_41500062.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Radwege;Radfahrerfurt Z 340;16,00;nein
8410;07-001664;41500062_41500080.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;39,00;nein
8411;07-001665;41500062_41500080.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Radwege;Radfahrerfurt Z 340;14,00;nein
8412;07-001666;41500080_41500074.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;42,00;nein
8413;07-001667;41500080_41500074.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Radwege;Radfahrerfurt Z 340;15,00;nein
8414;07-001668;41500061_41500079.01;-;Südwestkorso;Tempelhof-Schöneberg;Friedenau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;152,00;nein
8415;04-002029;38530032_38540059.01;-;Messedamm;Charlottenburg-Wilmersdorf;Westend;Radwege;Geh-/Radweg, baulich unterschieden;26,00;ja
9360;06-000644;37470012_37470007.01;-;Clayallee;Steglitz-Zehlendorf;Dahlem;Radwege;Radfahrerfurt Z 340;27,00;nein
8416;07-001670;42500013_43510065.01;B1;Hauptstraße;Tempelhof-Schöneberg;Schöneberg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;413,00;nein
8417;07-001671;42500013_43510065.01;B1;Hauptstraße;Tempelhof-Schöneberg;Schöneberg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;388,00;nein
8418;04-002027;38530032_38540059.01;-;Messedamm;Charlottenburg-Wilmersdorf;Westend;Radwege;Geh-/Radweg, baulich unterschieden;113,00;ja
8419;04-002028;38530032_38540059.01;-;Messedamm;Charlottenburg-Wilmersdorf;Westend;Radwege;Geh-/Radweg, durch Markierung unterschieden;45,00;ja
8420;04-002030;38530032_38540059.01;-;Messedamm;Charlottenburg-Wilmersdorf;Westend;Radwege;Radfahrerfurt Z 340;32,00;ja
8421;04-002031;38530032_38540059.01;-;Messedamm;Charlottenburg-Wilmersdorf;Westend;Radwege;Geh-/Radweg, baulich unterschieden;32,00;ja
8422;04-002032;39500004_39500005.01;-;Mecklenburgische Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;Radwege;Geh-/Radweg, baulich unterschieden;55,00;nein
8423;09-000406;52480001_52480007.01;-;Baumschulenstraße;Treptow-Köpenick;Baumschulenweg;Radwege;Radfahrerfurt Z 340;13,00;nein
8424;09-000407;52480001_52480007.01;-;Baumschulenstraße;Treptow-Köpenick;Baumschulenweg;Radwege;Geh-/Radweg, durch Markierung unterschieden;90,00;nein
8425;09-000408;52480001_52480007.01;-;Baumschulenstraße;Treptow-Köpenick;Baumschulenweg;Radwege;Radfahrerfurt Z 340;11,00;nein
8426;09-000411;53480004_53480005.01;-;Karlshorster Straße;Treptow-Köpenick;Niederschöneweide;Radwege;Geh-/Radweg, baulich unterschieden;193,00;ja
8427;09-000412;53480005_53480017.01;-;Karlshorster Straße;Treptow-Köpenick;Oberschöneweide;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;164,00;nein
8428;09-000413;53480016_53480015.01;-;Siemensstraße;Treptow-Köpenick;Oberschöneweide;Radwege;Geh-/Radweg, baulich unterschieden;85,00;nein
8429;09-000414;53480016_53480015.01;-;Siemensstraße;Treptow-Köpenick;Oberschöneweide;Radwege;Radfahrerfurt Z 340;34,00;nein
8430;09-000415;53480015_53480020.01;-;Wilhelminenhofstraße;Treptow-Köpenick;Oberschöneweide;Radwege;Radweg, baulich getrennt;380,00;ja
8431;09-000416;53480004_53480005.01;-;Karlshorster Straße;Treptow-Köpenick;Niederschöneweide;Radwege;Geh-/Radweg, baulich unterschieden;123,00;ja
8432;09-000417;54480009_54480049.01;-;Wilhelminenhofstraße;Treptow-Köpenick;Oberschöneweide;Radwege;Radfahrerfurt Z 340;32,00;ja
8433;09-000418;54480049_54480045.01;-;Wilhelminenhofstraße;Treptow-Köpenick;Oberschöneweide;Radwege;Radweg, baulich getrennt;337,00;nein
8434;09-000421;52480024_53480003.01;-;Rixdorfer Straße;Treptow-Köpenick;Johannisthal;Radwege;Geh-/Radweg, baulich unterschieden;105,00;ja
8435;09-000425;53470049_54470002.01;B96a;Michael-Brückner-Straße;Treptow-Köpenick;Niederschöneweide;Radwege;Geh-/Radweg, baulich unterschieden;147,00;ja
8436;09-000426;53470049_54470002.01;B96a;Michael-Brückner-Straße;Treptow-Köpenick;Niederschöneweide;Radwege;Radfahrerfurt Z 340;22,00;ja
8455;06-000361;35440031_35440025.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, baulich unterschieden;111,00;nein
8437;09-000427;54470003_55450035.01;B96a;Adlergestell;Treptow-Köpenick;Niederschöneweide;Radwege;Geh-/Radweg, ohne Trennung;2739,00;ja
8438;09-000428;54470003_55450035.01;B96a;Adlergestell;Treptow-Köpenick;Niederschöneweide;Radwege;Radfahrerfurt Z 340;12,00;ja
8439;09-000429;54470003_55450035.01;B96a;Adlergestell;Treptow-Köpenick;Niederschöneweide;Radwege;Radweg, baulich getrennt;571,00;ja
8440;09-000430;54470003_55450035.01;B96a;Adlergestell;Treptow-Köpenick;Niederschöneweide;Radwege;Radfahrerfurt Z 340;13,00;ja
8441;09-000431;54470002_54470003.01;B96a;Michael-Brückner-Straße;Treptow-Köpenick;Niederschöneweide;Radwege;Radweg, baulich getrennt;1399,00;ja
8442;09-000371;58470015_58480009.01;-;Bahnhofstraße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;29,00;ja
8443;01-000389;42590006_42590045.01;-;Togostraße;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;18,00;nein
8444;01-000390;42590005_42590006.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Radweg, baulich getrennt;33,00;nein
8445;01-000391;42590004_42590005.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;70,00;nein
8446;01-000392;42590045_42590005.01;-;Togostraße;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;25,00;nein
8447;01-000393;42590045_42590005.01;-;Togostraße;Mitte;Wedding;Radwege;Geh-/Radweg, baulich unterschieden;25,00;nein
8448;01-000394;42590004_42590032.01;-;Petersallee;Mitte;Wedding;Radwege;Geh-/Radweg, baulich unterschieden;22,00;nein
8449;01-000395;42590004_42590032.01;-;Petersallee;Mitte;Wedding;Radwege;Geh-/Radweg, baulich unterschieden;26,00;nein
8450;06-000358;35440007_35440021.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Radfahrerfurt Z 340;17,00;nein
8451;01-000396;42590004_42590032.01;-;Petersallee;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;26,00;nein
8452;01-000397;42590004_42590032.01;-;Petersallee;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;30,00;nein
8453;06-000359;35440030_35440031.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, baulich unterschieden;176,00;nein
8454;06-000360;35440030_35440031.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, durch Markierung unterschieden;34,00;nein
8456;01-000398;42590004_42590005.01;-;Afrikanische Straße;Mitte;Wedding;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;36,00;nein
8457;06-000362;35440032_35440015.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Radfahrerfurt Z 340;22,00;nein
8458;01-000399;42590004_42590005.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Geh-/Radweg, baulich unterschieden;20,00;nein
8459;06-000363;35440032_35440015.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Radfahrerfurt Z 340;25,00;nein
8460;01-000400;42590005_42590006.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;25,00;nein
8461;06-000364;35440032_35440015.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, baulich unterschieden;98,00;nein
8462;06-000365;35440032_35440015.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Radfahrerfurt Z 340;26,00;nein
8463;06-000366;35440024_35440025.01;-;Idsteiner Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, ohne Trennung;14,00;ja
8464;06-000367;35440024_35440025.01;-;Idsteiner Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, ohne Trennung;12,00;ja
8465;01-000401;42590006_42580001.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Radweg, baulich getrennt;353,00;nein
8467;02-000623;45510026_45510027.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;137,00;nein
8468;02-000624;44510012_45510026.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;30,00;ja
8469;02-000625;45510026_45510029.01;-;Kreuzbergstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;30,00;ja
8470;02-000626;45510026_45510027.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;130,00;nein
8471;02-000627;45510026_45510027.02;-;Großbeerenstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;14,00;nein
8472;02-000628;45510034_45510018.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;25,00;nein
8473;02-000629;45510035_45510008.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;275,00;nein
8474;02-000630;45510034_45510018.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radweg, baulich getrennt;263,00;nein
8475;02-000631;45510017_45510034.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;176,00;nein
8476;02-000632;45510017_45510034.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;73,00;nein
8477;02-000633;45510017_45510034.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;22,00;nein
8478;02-000634;45510034_45510018.02;B96;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;137,00;nein
8479;02-000635;47510009_47510008.02;-;Graefestraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;19,00;nein
8480;02-000636;47510009_47510011.01;-;Hasenheide;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;338,00;nein
8481;02-000637;47510009_47510011.01;-;Hasenheide;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;32,00;nein
8482;02-000638;47510006_47510009.01;-;Hasenheide;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;11,00;nein
8483;02-000639;47510006_47510009.01;-;Hasenheide;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;22,00;nein
8484;02-000640;47510009_47510008.02;-;Graefestraße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;13,00;nein
8485;02-000641;46510016_47510006.01;-;Hasenheide;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;347,00;nein
8486;02-000642;46510016_47510006.01;-;Hasenheide;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radweg, baulich getrennt;27,00;nein
8487;08-000684;48510042_48510043.01;-;Pannierstraße;Neukölln;Neukölln;Radwege;Radweg, baulich getrennt;141,00;nein
8488;04-002033;39500002_39500003.01;-;Mecklenburgische Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;Radwege;Radweg, baulich getrennt;215,00;nein
8489;04-002034;38540053_38530023.01;-;100 AS Kaiserdamm Süd Einf v Messedamm,Kaiserd;Charlottenburg-Wilmersdorf;Westend;Radwege;Radfahrerfurt Z 340;17,00;ja
8490;04-002036;38540053_38540058.02;-;Messedamm;Charlottenburg-Wilmersdorf;Westend;Radwege;Geh-/Radweg, baulich unterschieden;106,00;nein
8491;07-001678;41490032_42490042.01;-;Saarstraße;Tempelhof-Schöneberg;Schöneberg;Radwege;Geh-/Radweg, baulich unterschieden;44,00;ja
8492;02-000538;45510013_46510004.02;-;Bergmannstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radweg, baulich getrennt;23,00;ja
8493;03-000484;49600022_49600024.01;-;Blankenburger Straße;Pankow;Heinersdorf;Radwege;Radweg, baulich getrennt;210,00;nein
8494;03-000365;51640007_51640008.02;-;Blankenburger Chaussee;Pankow;Karow;Radwege;Radfahrerfurt Z 340;12,00;nein
8495;03-001469;46610007_47610025.01;-;Blankenburger Straße;Pankow;Niederschönhausen;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;27,00;ja
8496;11-000870;53560005_53560006.01;-;Siegfriedstraße;Lichtenberg;Lichtenberg;Radwege;Geh-/Radweg, baulich unterschieden;142,00;ja
8497;10-000771;59500002_59500026.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;14,00;ja
8498;10-000772;59500026_59500020.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radweg, baulich getrennt;149,00;ja
8499;10-000773;59500026_59500020.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;9,00;ja
8500;10-000774;60500029_60500030.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radweg, baulich getrennt;125,00;nein
8501;10-000775;60500029_60500030.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;8,00;nein
8502;10-000776;60500031_60500024.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radweg, baulich getrennt;160,00;nein
8503;10-000777;60500031_60500024.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;20,00;nein
8504;10-000778;60500032_60500033.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radweg, baulich getrennt;120,00;ja
8505;10-000779;60500032_60500033.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;10,00;ja
8506;10-000780;60500025_60500011.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radweg, baulich getrennt;118,00;ja
8507;10-000781;60500025_60500011.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;8,00;ja
8508;10-000782;60500009_60510006.01;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radweg, baulich getrennt;135,00;nein
8509;10-000783;60510006_60510022.02;-;Hultschiner Damm;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;8,00;ja
8510;09-000856;53470049_54470020.01;-;Hasselwerderstraße;Treptow-Köpenick;Niederschöneweide;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;23,00;nein
8511;09-000534;58480031_58480026.01;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radweg, baulich getrennt;90,00;nein
8512;09-000536;58480026_58480013.02;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;15,00;ja
8513;09-000537;58480023_58480026.01;-;Gehsener Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;24,00;nein
8514;09-000538;58480031_58480026.01;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;23,00;nein
8515;09-000544;58480026_58480013.02;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;14,00;ja
8516;09-000542;58480026_58480013.02;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radweg, baulich getrennt;112,00;ja
8517;09-000547;58480013_58480036.02;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radweg, baulich getrennt;249,00;nein
8518;09-000548;58480013_58480036.02;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;24,00;nein
8519;09-000549;58480036_58480010.01;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radweg, baulich getrennt;121,00;nein
8520;09-000550;58480010_59490004.01;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radfahrerfurt Z 340;8,00;nein
8521;09-000551;59490005_59490002.01;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Radweg, baulich getrennt;312,00;nein
8522;09-000552;59490002_59490006.01;-;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;Radwege;Gehweg, mit Radverkehr frei;141,00;nein
8523;09-000441;53480015_53480020.01;-;Wilhelminenhofstraße;Treptow-Köpenick;Oberschöneweide;Radwege;Radfahrerfurt Z 340;33,00;ja
8524;09-000443;53480004_53470047.01;B96a;Schnellerstraße;Treptow-Köpenick;Niederschöneweide;Radwege;Radfahrerfurt Z 340;46,00;ja
8525;09-000380;53480004_53470047.01;B96a;Schnellerstraße;Treptow-Köpenick;Niederschöneweide;Radwege;Radfahrerfurt Z 340;28,00;ja
8526;11-000209;54520008_54520009.01;-;Am Tierpark;Lichtenberg;Friedrichsfelde;Radwege;Geh-/Radweg, baulich unterschieden;40,00;nein
8527;11-000208;54520008_54520009.01;-;Am Tierpark;Lichtenberg;Friedrichsfelde;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;121,00;nein
8528;11-000210;54510041_54510019.02;-;Treskowallee;Lichtenberg;Karlshorst;Radwege;Geh-/Radweg, baulich unterschieden;166,00;nein
8529;11-000211;54510041_54510019.02;-;Treskowallee;Lichtenberg;Karlshorst;Radwege;Radfahrerfurt Z 340;28,00;nein
8530;11-000212;54500013_54500051.02;-;Traberweg;Lichtenberg;Karlshorst;Radwege;Gehweg, mit Radverkehr frei;19,00;nein
8531;09-000318;54490014_54490005.01;-;Treskowallee;Treptow-Köpenick;Oberschöneweide;Radwege;Geh-/Radweg, baulich unterschieden;1035,00;nein
8532;01-000402;42590006_42580001.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Geh-/Radweg, baulich unterschieden;57,00;nein
8533;01-000403;42590006_42580001.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;36,00;nein
8534;06-000368;35440031_35440025.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, baulich unterschieden;119,00;nein
8535;06-000369;35440030_35440031.01;-;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;Radwege;Geh-/Radweg, durch Markierung unterschieden;34,00;nein
8536;01-000404;42580002_42580003.01;-;Afrikanische Straße;Mitte;Wedding;Radwege;Radweg, baulich getrennt;265,00;nein
