;OBJECTID;LAND;BEZ;LOR;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
14676;50973;11;4;4041137;2019;10;16;1;3;0;1;0;0;1;0;0;0;0;0;791606,3029;5824315,24;13,29587;52,49087
14677;50974;11;3;3040513;2019;6;17;1;3;1;5;0;1;1;0;0;0;0;0;798036,6879;5833871,054;13,39886;52,57305
14678;50975;11;2;2050802;2019;9;9;3;3;5;2;0;1;1;0;0;0;0;0;802087,2624;5827268,67;13,45245;52,51164
14679;50977;11;12;12214527;2019;5;11;6;3;2;6;0;0;1;0;0;0;0;0;790734,878;5834804,238;13,29224;52,58537
14680;50978;11;1;1011104;2019;4;10;4;3;3;6;0;0;1;0;0;0;0;0;796158,5013;5825729,913;13,36398;52,5011
14681;50979;11;4;4020314;2019;11;18;4;3;2;6;2;0;1;0;0;0;0;0;790538,8206;5825782,939;13,28147;52,5046
14682;50980;11;3;3020209;2019;5;7;6;2;6;4;0;0;1;1;0;0;0;0;798121,7316;5835643,263;13,40171;52,58889
14683;50981;11;11;11030721;2019;12;18;2;2;6;4;2;0;1;1;0;0;0;1;804235,3995;5827533,243;13,48425;52,51282
14684;50982;11;12;12103219;2019;7;16;2;3;5;2;0;1;1;0;0;0;0;1;795766,1555;5832696,099;13,36441;52,56376
14685;50983;11;1;1022202;2019;4;13;4;3;3;6;0;0;0;0;1;0;1;0;796257,1944;5829008,332;13,36834;52,53043
14686;50984;11;12;12103218;2019;10;9;4;3;0;2;0;0;0;0;1;1;0;0;794482,8079;5834309,75;13,34697;52,57892
14687;50985;11;2;2020202;2019;9;16;3;3;1;5;0;0;1;0;0;0;1;0;797853,8265;5825034,428;13,38825;52,49394
14688;50987;11;3;3020307;2019;7;16;2;3;2;7;0;0;0;0;1;1;0;1;799838,101;5839521,122;13,43048;52,6227
14689;50988;11;12;12301205;2019;4;11;4;3;0;6;0;1;0;1;0;0;0;0;792202,123;5837875,658;13,31655;52,61211
14690;50989;11;4;4020208;2019;9;6;1;2;0;1;1;1;0;0;0;0;0;1;788602,2287;5826071,415;13,25327;52,50821
14691;50990;11;3;3061429;2019;6;7;3;2;5;2;0;1;1;0;0;0;0;0;801323,0873;5830980,75;13,44459;52,54534
14692;50991;11;7;7040401;2019;9;10;2;3;6;7;0;0;0;1;1;0;0;0;797802,7459;5822956,91;13,38565;52,47535
14693;50992;11;1;1011201;2019;12;8;6;3;3;6;0;0;1;0;0;0;1;0;797606,9071;5826825,796;13,38623;52,51014
14694;50993;11;10;10030726;2019;5;8;6;2;2;6;0;0;1;0;0;0;0;0;808656,095;5827443,155;13,5491;52,50953
14695;50994;11;2;2020202;2019;7;14;2;3;6;4;0;1;0;1;0;0;0;0;797831,6495;5824972,554;13,38787;52,4934
14696;50995;11;3;3061126;2019;4;10;4;3;5;3;0;1;1;0;0;0;0;0;799237,0637;5831941,674;13,41478;52,5551
14697;50996;11;4;4041134;2019;11;21;5;3;5;3;2;0;1;0;0;0;0;1;791239,7434;5824612,921;13,29074;52,49373
14698;50997;11;4;4020313;2019;9;20;2;3;5;2;2;0;1;0;1;0;0;0;790652,9678;5826416,509;13,2837;52,51022
14699;50998;11;7;7040403;2019;11;16;2;3;2;6;2;0;1;0;0;0;0;0;797236,8087;5822344,164;13,37679;52,47016
14700;50999;11;7;7050502;2019;7;19;2;3;2;6;0;0;1;0;0;1;0;0;797689,97;5818746,418;13,38024;52,43767
14701;51000;11;1;1011303;2019;4;14;4;3;0;4;0;0;0;1;0;0;1;0;799199,2594;5828376,163;13,41102;52,52316
14702;51001;11;3;3050923;2019;10;16;4;3;2;6;0;0;1;0;0;0;0;1;800266,2406;5831893,351;13,42987;52,5541
14703;51002;11;2;2020202;2019;9;19;2;3;3;6;1;0;1;0;1;0;0;0;797907,0808;5825155,662;13,38915;52,495
14704;51004;11;7;7060601;2019;5;13;6;2;0;3;0;0;1;0;0;0;1;0;796612,5477;5816012,405;13,36201;52,41374
14705;51005;11;11;11030721;2019;7;15;2;3;0;2;0;1;1;0;0;0;0;1;804514,4693;5827504,73;13,48832;52,51241
14706;51006;11;1;1011202;2019;4;8;4;2;1;5;0;1;1;0;0;0;0;0;798021,4887;5827659,21;13,39307;52,51738
14707;51007;11;9;9020601;2019;6;15;5;3;2;6;0;0;1;0;0;0;0;0;806767,8374;5820992,654;13,51543;52,45278
14708;51008;11;1;1011102;2019;9;18;2;3;6;4;0;1;0;1;0;0;0;0;796214,675;5827351,115;13,36624;52,5156
14709;51009;11;1;1011303;2019;12;21;5;3;5;7;2;0;1;0;0;0;0;1;799103,263;5827687,45;13,40899;52,51704
14710;51010;11;3;3061332;2019;5;13;6;3;0;7;0;1;1;0;0;0;0;0;799804,7982;5830235,664;13,42159;52,5395
14711;51011;11;7;7040406;2019;7;13;2;3;0;1;0;0;1;0;0;0;0;0;799731,0818;5821397,324;13,41255;52,46031
14712;51012;11;3;3020209;2019;11;17;6;3;0;6;2;0;1;0;0;0;1;0;797968,8766;5834464,314;13,3984;52,57841
14713;51013;11;4;4010101;2019;7;0;2;3;3;6;2;0;1;0;0;0;0;0;791183,6949;5829569,331;13,29426;52,5382
14714;51014;11;10;11041023;2019;9;9;6;2;2;6;0;0;1;0;0;1;0;1;807863,8575;5827447,254;13,53747;52,51001
14715;51015;11;9;9010102;2019;4;21;4;3;5;3;2;1;0;0;0;0;0;0;802794,659;5825161,934;13,46093;52,49237
14716;51016;11;7;7040402;2019;10;17;5;3;2;6;0;0;1;0;0;0;0;1;796530,1834;5822537,805;13,36659;52,47228
14717;51017;11;6;6030501;2019;9;18;2;3;5;3;0;1;1;0;0;0;0;0;787893,8156;5817567,208;13,23552;52,43234
14718;51019;11;7;7040402;2019;5;15;6;3;2;6;0;0;1;0;0;0;0;0;796424,9918;5822607,306;13,36511;52,47296
14719;51020;11;2;2040703;2019;7;17;1;3;3;7;0;0;1;0;1;0;0;0;801822,8456;5826380,543;13,44776;52,50383
14720;51021;11;12;12103219;2019;4;15;4;3;5;7;0;0;1;0;1;0;0;0;795697,559;5832844,843;13,36353;52,56513
14721;51022;11;4;4051656;2019;11;6;2;3;2;6;2;0;1;0;0;0;0;1;793849,2516;5823006,052;13,32765;52,47793
14722;51023;11;7;7050501;2019;6;15;7;3;2;6;0;0;1;0;0;0;0;0;797910,8828;5820199,645;13,38478;52,45057
14723;51024;11;1;1033203;2019;9;17;2;3;5;2;0;1;1;0;0;0;0;0;796285,6224;5830276,98;13,36989;52,54179
14724;51025;11;7;7050502;2019;12;9;5;3;0;6;0;0;1;0;1;0;0;0;797463,1046;5817915,655;13,37617;52,43034
14725;51026;11;1;1011102;2019;7;13;1;3;0;7;0;1;0;0;0;0;0;0;796044,4008;5827309,656;13,3637;52,51532
14726;51027;11;3;3071633;2019;4;8;4;3;0;6;0;1;0;0;0;0;0;0;800011,4686;5830335,86;13,42472;52,54028
14727;51028;11;4;4010101;2019;10;18;1;3;2;6;2;0;1;0;0;0;0;0;790652,6353;5828832,269;13,2858;52,53187
14728;51029;11;7;7040402;2019;9;9;2;3;2;6;0;0;1;0;0;0;0;0;796549,9771;5822524,956;13,36687;52,47216
14729;51030;11;12;12103218;2019;7;0;1;3;2;7;2;0;1;0;0;0;1;1;794771,4488;5833773,85;13,35074;52,57396
14730;51031;11;2;2050803;2019;4;6;4;2;1;1;0;0;1;0;0;1;1;0;801827,3317;5826230,764;13,44769;52,50248
14731;51032;11;3;3061429;2019;10;0;6;3;0;1;2;0;0;0;0;0;1;0;801077,3742;5830653,499;13,44068;52,54254
14732;51033;11;3;3010102;2019;6;14;6;3;2;6;0;0;1;0;0;0;0;0;804470,5933;5839656,907;13,49883;52,62135
14733;51034;11;2;2050602;2019;9;8;2;3;2;6;0;0;1;0;0;1;0;0;803524,9446;5827605,491;13,47388;52,51386
14734;51036;11;1;1011102;2019;5;16;6;3;5;2;0;0;1;0;0;0;1;0;796455,757;5827391,142;13,36982;52,51583
14735;51037;11;4;4030623;2019;4;17;3;3;5;2;0;1;1;0;0;0;0;0;793092,5534;5826823,302;13,3199;52,51256
14736;51038;11;1;1011202;2019;11;5;2;3;8;1;0;1;0;0;0;0;0;0;797926,3962;5827647,242;13,39166;52,51732
14737;51039;11;7;7030303;2019;5;17;6;3;2;6;0;0;1;0;1;0;0;0;795497,7765;5822691,519;13,35158;52,47422
14738;51040;11;4;4030417;2019;11;5;7;3;0;3;2;0;1;0;0;0;1;0;791578,3933;5826568,226;13,29743;52,51108
14739;51041;11;2;3061435;2019;7;23;7;3;2;6;2;0;1;0;1;0;0;1;801652,4161;5828924,633;13,44756;52,52673
14740;51042;11;1;1022202;2019;4;8;3;3;2;6;0;0;1;0;0;0;0;0;796160,7183;5829148,784;13,36705;52,53175
14741;51043;11;9;9010101;2019;10;17;2;3;3;6;2;0;1;0;1;0;0;0;802594,1696;5825112,021;13,45794;52,49203
14742;51044;11;4;4030622;2019;9;11;2;3;2;7;0;0;1;0;1;0;0;0;792058,022;5826627,717;13,30453;52,51136
14743;51046;11;11;11030721;2019;7;22;7;3;5;2;2;1;1;0;0;0;0;1;804236,394;5827518,617;13,48425;52,51269
14744;51047;11;8;8020619;2019;4;10;3;3;3;6;0;0;1;0;0;1;0;0;801964,1568;5821841,435;13,44572;52,46307
14745;51048;11;1;1011202;2019;6;17;2;3;5;3;0;1;1;0;0;0;0;0;798121,0516;5827657,628;13,39453;52,51731
14746;51049;11;7;7050501;2019;9;11;2;3;5;2;0;0;1;0;0;1;0;0;797707,7723;5818784,224;13,38053;52,438
14747;51050;11;3;3020307;2019;12;4;3;3;8;1;2;0;0;0;0;0;1;1;801214,0582;5837883,665;13,44926;52,60727
14748;51051;11;7;7040403;2019;5;13;5;3;2;6;0;0;1;0;0;0;0;0;796876,3212;5822382,466;13,37154;52,4707
14749;51052;11;4;4030417;2019;7;19;7;3;6;4;0;1;0;1;0;0;0;0;791409,094;5826519,067;13,2949;52,51073
14750;51053;11;12;12103218;2019;4;11;3;3;2;6;0;0;1;0;0;0;0;0;794556,7707;5833930,942;13,34772;52,57548
14751;51054;11;1;1011204;2019;11;10;3;3;3;6;0;0;1;0;0;0;0;1;798664,2733;5827054,413;13,40197;52,51161
14752;51055;11;12;12302212;2019;11;18;7;3;2;2;2;0;1;0;0;0;0;0;792730,0962;5837421,634;13,32392;52,60776
14753;51056;11;9;9010401;2019;7;18;7;3;2;6;0;0;1;0;0;0;0;0;805709,3209;5818826,941;13,49792;52,43397
14754;51057;11;3;3061126;2019;4;19;3;2;5;2;1;1;1;0;0;0;0;0;799220,5024;5832049,386;13,41464;52,55607
14755;51058;11;4;4020313;2019;10;11;3;2;5;2;0;1;1;0;0;0;0;0;790511,251;5826392,817;13,28159;52,51008
14756;51059;11;3;3061434;2019;9;8;2;3;6;7;0;1;0;1;0;0;0;0;800810,4263;5829758,715;13,43594;52,53467
14757;51061;11;3;3071639;2019;5;11;5;2;2;6;0;0;1;0;0;0;0;0;800574,5294;5829845,134;13,43255;52,53557
14758;51062;11;2;2050602;2019;7;15;7;2;0;1;0;1;0;0;0;0;0;0;802175,1998;5827755,041;13,45418;52,51595
14759;51063;11;11;11030721;2019;4;11;3;2;2;6;0;0;1;0;0;0;0;0;803804,0482;5827578,336;13,47795;52,51346
14760;51064;11;11;11041022;2019;11;18;5;2;2;6;2;0;1;0;0;0;1;1;806053,9238;5827375,202;13,51082;52,51039
14761;51065;11;3;3061434;2019;6;8;5;3;5;3;0;1;1;0;0;0;0;0;800646,3417;5830008,817;13,43376;52,537
14762;51066;11;4;4030622;2019;9;8;2;3;6;4;0;0;1;1;0;0;0;0;792614,0555;5826720,811;13,31278;52,5119
14763;51067;11;12;12302212;2019;12;8;3;2;6;2;0;0;1;1;0;0;0;0;792723,7812;5837429,719;13,32384;52,60784
14764;51068;11;12;12103219;2019;7;13;7;3;2;2;0;0;1;0;0;0;0;0;795762,217;5832712,264;13,36437;52,56391
14765;51069;11;3;3061131;2019;10;18;5;3;3;6;2;0;1;0;0;0;0;0;799141,3057;5830404,208;13,41199;52,54137
14766;51070;11;7;7020203;2019;7;9;7;3;1;5;0;1;0;0;0;1;0;0;795252,4277;5823542,355;13,34873;52,48198
14767;51071;11;1;1033203;2019;9;8;6;3;5;3;0;1;1;0;0;0;0;0;796193,7143;5830186,924;13,36846;52,54103
14768;51072;11;4;4041133;2019;4;7;3;2;2;6;0;0;1;0;1;0;0;0;790517,479;5825215,227;13,28066;52,49952
14769;51073;11;1;1011202;2019;4;16;3;3;1;5;0;1;1;0;0;0;0;0;797616,8856;5827564,842;13,38704;52,51675
14770;51074;11;11;11030721;2019;11;4;4;2;6;4;2;0;0;1;1;0;0;1;803727,62;5827569,584;13,47682;52,51343
14771;51075;11;4;4051656;2019;11;23;1;3;3;6;2;0;1;0;0;0;0;0;793547,4273;5822990,759;13,32321;52,47796
14772;51076;11;2;2050803;2019;7;16;6;3;5;3;0;1;0;0;0;0;0;0;802206,757;5826088,724;13,45313;52,501
14773;51077;11;2;2050602;2019;4;14;3;3;2;2;0;1;1;0;0;0;0;0;803088,988;5827651,019;13,46751;52,51451
14774;51078;11;7;7030303;2019;10;17;4;3;2;6;0;0;1;0;0;0;1;1;795896,7724;5822688,005;13,35743;52,47397
14775;51079;11;4;4020208;2019;9;1;1;2;1;5;2;1;1;0;0;0;0;0;786743,8355;5825852,751;13,22577;52,50723
14776;51081;11;3;3040818;2019;5;19;5;3;1;3;0;1;1;0;0;0;1;0;798890,3049;5832685,015;13,41035;52,56195
14777;51082;11;4;4020314;2019;7;17;6;2;3;6;0;0;0;0;1;0;1;0;790518,8693;5825333,25;13,28078;52,50058
14778;51083;11;7;7030303;2019;4;14;3;3;0;6;0;0;1;0;1;0;0;0;795191,7583;5822938,255;13,3473;52,4766
14779;51084;11;2;2050602;2019;6;15;5;3;2;6;0;0;1;0;0;0;0;0;803177,332;5827625,39;13,46879;52,51423
14780;51085;11;7;7050501;2019;9;6;1;3;9;1;0;0;1;0;0;0;0;0;797953,466;5820021,671;13,38524;52,44895
14781;51086;11;2;2050602;2019;12;13;3;3;5;2;0;1;1;0;0;0;0;0;802578,1957;5827687,047;13,46004;52,51512
14782;51087;11;4;4030417;2019;5;18;5;3;5;2;0;1;1;0;0;0;0;0;791229,5489;5826510,171;13,29225;52,51075
14783;51088;11;2;2050602;2019;7;9;6;3;5;3;0;1;1;0;0;0;0;0;802577,1314;5827703,128;13,46004;52,51526
14784;51089;11;7;7060601;2019;10;17;5;3;5;3;2;0;1;0;1;0;0;0;797055,3579;5816809,694;13,36921;52,42065
14785;51090;11;12;12103115;2019;7;19;5;3;1;1;0;1;1;0;0;0;0;0;795429,449;5833570,571;13,36024;52,57178
14786;51091;11;2;2020202;2019;9;0;6;3;5;3;2;1;1;0;0;0;0;0;797862,4187;5825448,281;13,38875;52,49765
14787;51092;11;3;3050923;2019;4;14;3;3;2;6;0;0;1;0;0;0;1;0;800297,1853;5831697,85;13,43015;52,55233
14788;51093;11;3;3040818;2019;10;18;4;3;3;6;1;0;1;0;1;0;0;1;799138,228;5832315,269;13,41367;52,5585
14789;51094;11;2;2050602;2019;8;22;7;2;6;7;2;0;1;1;0;0;0;0;802567,3901;5827688,132;13,45988;52,51514
14790;51096;11;2;2040503;2019;5;17;5;3;5;2;0;1;1;0;0;0;0;0;801917,0677;5827771,612;13,45041;52,51624
14791;51097;11;1;1011102;2019;7;13;5;3;0;7;0;1;0;0;0;0;0;0;795417,8655;5827218,214;13,35442;52,51484
14792;51098;11;2;2050601;2019;4;20;2;3;5;5;1;1;1;0;0;0;0;0;801799,6064;5828639,069;13,44947;52,52408
14793;51099;11;2;2050803;2019;11;10;1;3;0;7;0;0;0;0;0;0;1;1;801804,6822;5826239,634;13,44737;52,50258
14794;51100;11;12;12103219;2019;6;21;7;3;0;6;1;0;1;0;1;0;0;0;795749,3705;5832703,363;13,36417;52,56383
14795;51101;11;3;3061126;2019;12;13;5;3;0;7;0;0;1;0;0;0;0;0;799245,7476;5831882,352;13,41486;52,55456
14796;51102;11;1;1011303;2019;7;9;5;3;6;4;0;0;0;1;0;0;1;0;798684,4069;5827892,399;13,40302;52,51911
14797;51103;11;1;1044102;2019;4;17;2;2;5;3;0;1;1;0;0;0;0;0;795878,1192;5832062,307;13,36549;52,55802
14798;51104;11;12;12231101;2019;10;11;7;3;2;6;0;0;1;0;0;0;1;0;792180,4175;5838398,462;13,31669;52,61681
14799;51105;11;7;7040403;2019;8;19;7;3;5;7;2;0;1;0;0;0;0;0;797869,7193;5820511,095;13,38445;52,45339
14800;51106;11;6;6010209;2019;7;11;5;3;5;2;0;0;1;0;0;0;0;0;793968,646;5821061,708;13,32769;52,46044
14801;51107;11;2;2020202;2019;4;17;2;3;5;2;0;1;1;0;0;0;0;0;797883,9645;5825411,815;13,38904;52,49731
14802;51108;11;6;6030503;2019;10;14;4;3;2;6;0;0;1;0;0;0;0;0;790365,7235;5818432,574;13,27253;52,43879
14803;51109;11;4;4030622;2019;6;17;5;3;2;2;0;1;1;0;0;0;0;0;792374,6645;5826680,555;13,30923;52,51166
14804;51110;11;2;2050602;2019;8;20;7;3;5;3;2;0;1;0;0;0;0;0;802797,3836;5827665,067;13,46324;52,5148
14805;51111;11;10;10030726;2019;12;11;6;3;5;2;0;1;1;0;0;0;0;0;808946,2745;5827441,111;13,55336;52,50935
14806;51112;11;3;3020209;2019;5;7;5;3;3;6;0;0;1;0;1;0;0;0;798156,0851;5836030,424;13,40256;52,59234
14807;51113;11;4;4010101;2019;4;9;2;2;3;6;0;0;1;0;0;0;0;0;790902,6188;5828964,154;13,28959;52,53292
14808;51114;11;7;7050502;2019;11;11;1;3;5;3;0;0;1;0;0;0;0;0;798176,38;5818922,967;13,38753;52,43898
14809;51115;11;1;1011303;2019;5;11;5;3;5;3;0;0;1;0;1;0;0;0;799805,5966;5828633,958;13,42016;52,52514
14810;51116;11;4;4030623;2019;11;14;6;3;3;6;0;0;1;0;0;0;0;0;793545,1128;5826882,179;13,3266;52,51284
14811;51117;11;6;6010209;2019;7;10;5;2;0;1;0;0;1;0;1;0;0;0;794215,3155;5821402,054;13,33161;52,46335
14812;51118;11;1;1044201;2019;4;15;2;3;2;6;0;0;1;0;0;0;0;0;796154,3271;5831088,934;13,36869;52,54914
14813;51119;11;12;12103117;2019;10;20;2;2;3;6;2;0;1;0;1;0;0;0;795874,1412;5832087,681;13,36546;52,55825
14814;51120;11;6;6030605;2019;8;17;7;2;2;6;0;0;1;0;1;0;0;0;791805,1464;5819301,432;13,2944;52,44581
14815;51122;11;8;9010302;2019;5;15;5;2;0;1;0;0;1;0;0;0;0;0;802925,5661;5821234,665;13,45928;52,45709
14816;51123;11;4;4041134;2019;7;11;5;3;3;6;0;0;1;0;0;0;0;0;790689,5671;5824985,309;13,28299;52,49737
14817;51124;11;3;3020209;2019;4;16;2;3;5;3;0;0;0;0;1;0;1;0;798165,874;5836123,633;13,40279;52,59317
14818;51125;11;1;1033203;2019;6;21;1;3;2;6;1;0;1;0;0;0;0;0;796312,9449;5830049,484;13,37009;52,53974
14819;51126;11;4;4020311;2019;8;13;7;2;2;6;0;0;1;0;0;0;0;0;789176,9918;5826162,083;13,26179;52,50872
14820;51127;11;3;3061228;2019;12;5;2;3;5;2;2;1;1;0;0;0;0;0;800204,5773;5831035,234;13,42819;52,54644
14821;51128;11;7;7040403;2019;5;7;5;3;2;6;0;0;1;0;0;0;0;0;797476,3581;5822327,31;13,3803;52,46988
14822;51129;11;2;2020203;2019;7;16;4;3;2;6;0;0;1;0;0;0;0;0;797741,9534;5824190,609;13,38586;52,48644
14823;51130;11;7;7050502;2019;4;16;2;3;5;2;0;0;1;0;1;0;0;0;797576,0926;5818418,302;13,37828;52,43479
14824;51131;11;4;4020314;2019;11;5;2;3;2;6;2;0;1;0;0;0;0;1;790545,633;5825872,348;13,28165;52,50539
14825;51132;11;1;1044201;2019;7;23;4;2;5;2;2;0;1;0;0;0;0;0;796044,8009;5831345,095;13,3673;52,5515
14826;51133;11;7;7070701;2019;4;14;1;3;2;6;0;0;1;0;0;0;0;0;799441,918;5815871,581;13,40336;52,41094
14827;51134;11;4;4041239;2019;10;6;2;3;2;6;2;0;1;0;0;0;0;0;792095,9024;5823821,054;13,30262;52,48618
14828;51135;11;10;10010308;2019;8;23;6;2;0;7;2;1;0;0;0;0;0;0;808123,4625;5827460,23;13,54129;52,50998
14829;51137;11;7;7040405;2019;5;7;5;2;3;6;0;0;1;0;1;0;1;0;798505,1034;5822093,85;13,39519;52,46723
14830;51138;11;7;7010104;2019;7;21;4;3;5;2;1;0;1;0;1;0;0;0;796006,2619;5825068,802;13,36115;52,49526
14831;51139;11;3;3061126;2019;4;14;1;3;6;4;0;1;0;1;0;0;0;0;799220,9061;5831457,334;13,41411;52,55077
14832;51140;11;9;9010302;2019;11;8;4;3;3;6;0;0;1;0;0;1;0;1;802871,8622;5821359,926;13,45861;52,45825
14833;51141;11;1;1011104;2019;6;13;4;3;5;2;0;0;1;0;1;0;0;0;796161,7805;5825737,154;13,36403;52,50116
14834;51142;11;7;7030303;2019;8;18;6;3;2;6;0;0;1;0;0;0;0;0;795785,6215;5822628,49;13,35575;52,4735
14835;51143;11;4;4030417;2019;12;11;2;3;3;6;0;0;1;0;0;0;0;0;791565,9551;5826544,852;13,29722;52,51088
14836;51144;11;7;7030303;2019;7;17;4;3;2;6;0;0;1;0;1;0;0;0;795761,954;5823111,603;13,35583;52,47784
14837;51145;11;10;10040933;2019;10;14;4;3;2;6;0;0;1;0;0;0;0;0;812796,8627;5827178,29;13,60967;52,5048
14838;51146;11;1;1011104;2019;8;17;6;3;4;6;0;1;0;0;0;0;1;0;796376,5785;5826159,742;13,36756;52,50483
14839;51147;11;7;7020203;2019;7;19;3;3;1;5;0;1;1;0;0;0;0;0;795836,5783;5824212,779;13,3579;52,48767
14840;51148;11;4;4020314;2019;4;11;1;3;3;6;0;0;1;0;0;0;0;0;790511,0964;5825608,994;13,28091;52,50305
14841;51149;11;1;1011303;2019;10;14;3;3;6;4;0;1;0;1;0;0;0;1;799760,5423;5828624,861;13,41949;52,52508
14842;51150;11;3;3050925;2019;8;9;6;3;2;6;0;0;0;0;0;1;1;0;802180,1511;5831519,278;13,45768;52,54969
14843;51152;11;12;12301205;2019;5;17;4;3;2;6;0;0;1;0;0;0;0;1;792241,7998;5837848,771;13,31711;52,61185
14844;51153;11;1;1011303;2019;7;17;3;3;5;2;0;1;1;0;0;0;0;0;799100,0702;5827681,953;13,40894;52,51699
14845;51154;11;2;2050803;2019;4;18;1;3;0;1;0;0;0;0;1;0;0;0;802367,6704;5826025,644;13,45544;52,50035
14846;51155;11;7;7060603;2019;11;7;6;3;2;7;1;0;1;0;0;0;0;0;797379,3411;5817574,356;13,37464;52,42733
14847;51156;11;7;7040403;2019;5;17;4;3;2;6;0;0;1;0;0;0;0;0;796859,2086;5822386,656;13,37129;52,47075
14848;51157;11;7;7040401;2019;12;17;3;3;1;5;2;0;1;0;0;0;0;1;797830,6459;5822692,233;13,38582;52,47296
14849;51158;11;12;12103117;2019;7;17;3;3;0;2;0;1;1;0;0;0;0;0;795872,473;5832096,708;13,36544;52,55833
14850;51159;11;4;4030621;2019;4;18;1;3;0;4;0;1;0;1;0;0;0;0;793989,175;5826974,484;13,33321;52,51343
14851;51160;11;12;12214125;2019;10;7;6;3;2;6;1;0;1;0;1;0;0;0;791584,3156;5830791,242;13,30122;52,54894
14852;51161;11;1;1044102;2019;8;14;6;3;3;6;0;1;1;0;0;0;1;0;795880,8033;5832047,892;13,36552;52,55789
14853;51163;11;12;12214125;2019;7;10;3;3;2;6;0;0;1;0;0;0;0;0;791190,8771;5833997,257;13,29825;52,57789
14854;51164;11;4;4041133;2019;4;18;1;3;2;6;0;0;1;0;0;0;0;0;790533,5975;5825185,881;13,28087;52,49925
14855;51165;11;3;3061332;2019;10;11;3;3;6;4;0;0;0;1;0;0;1;1;799982,7988;5830224,285;13,4242;52,5393
14856;51166;11;7;7040403;2019;6;22;4;3;2;6;2;0;1;0;0;0;0;0;797850,9232;5821997,633;13,3855;52,46672
14857;51167;11;11;11030721;2019;8;12;6;3;5;2;0;1;1;0;0;0;0;0;803718,5201;5827570,413;13,47669;52,51344
14858;51168;11;9;9010101;2019;12;19;7;3;2;6;2;0;1;0;0;0;0;0;802683,7818;5825234,869;13,45936;52,49308
14859;51169;11;6;6030503;2019;5;10;4;3;5;2;0;1;1;0;0;0;0;1;789585,575;5817974,924;13,26068;52,4351
14860;51170;11;7;7050502;2019;4;16;1;3;6;7;0;1;0;1;0;0;0;0;798215,9742;5818805,108;13,38801;52,43791
14861;51171;11;9;9020601;2019;11;18;7;2;5;3;2;1;1;0;0;0;0;1;806054,7022;5821679,956;13,5056;52,45934
14862;51172;11;6;6040703;2019;10;9;3;3;5;2;0;1;0;0;0;0;1;1;786727,1612;5817022,873;13,21794;52,42807
14863;51173;11;3;3061332;2019;8;11;6;3;3;6;0;1;1;0;0;0;0;0;799968,1485;5830202,487;13,42396;52,53911
14864;51175;11;4;4030417;2019;5;12;4;3;2;6;0;0;1;0;1;0;0;1;791548,3472;5826541,838;13,29696;52,51086
14865;51176;11;7;7040401;2019;7;9;3;3;2;6;0;0;1;0;0;0;0;0;797832,7569;5822646,221;13,38581;52,47255
14866;51177;11;11;11041022;2019;4;15;1;3;0;2;0;0;1;0;1;0;0;0;805676,326;5827388,921;13,50528;52,51072
14867;51178;11;12;12103218;2019;11;14;7;3;5;3;0;0;1;0;0;0;0;1;794470,9714;5834331,347;13,34681;52,57912
14868;51179;11;2;2050602;2019;5;12;4;3;2;2;0;0;1;0;0;0;0;0;803462,4879;5827596,732;13,47295;52,51382
14869;51180;11;2;2050602;2019;8;10;6;3;6;4;0;1;0;1;0;0;0;0;803079,8166;5827651,944;13,46738;52,51453
14870;51181;11;4;4010101;2019;12;6;4;3;2;6;2;0;1;0;0;0;0;0;791384,4449;5830310,428;13,29786;52,54473
14871;51182;11;11;2050602;2019;7;9;3;3;3;6;0;0;1;0;0;1;0;0;803618,1179;5827594,883;13,47524;52,51372
14872;51183;11;4;4020313;2019;4;12;7;2;6;4;0;1;0;1;0;0;0;0;790456,7607;5826365,105;13,28077;52,50986
14873;51184;11;7;7030303;2019;10;20;6;3;2;6;2;0;1;0;0;0;0;0;794749,6785;5822037,534;13,34002;52,46876
14874;51185;11;11;11030721;2019;8;9;6;3;5;2;0;1;0;0;0;0;1;0;804248,0295;5827531,967;13,48443;52,5128
14875;51186;11;7;7040401;2019;7;8;3;2;3;6;0;1;1;0;0;1;0;0;797757,3127;5823903,83;13,38583;52,48386
14876;51187;11;4;4020313;2019;4;12;7;2;6;4;0;1;0;1;0;0;0;0;790456,7607;5826365,105;13,28077;52,50986
14877;51188;11;4;4030724;2019;10;15;3;3;2;6;0;0;1;0;0;0;0;1;790734,9739;5826273,994;13,28478;52,50889
14878;51189;11;7;7040403;2019;6;16;5;3;2;6;0;0;1;0;0;0;1;1;796848,0267;5822389,394;13,37113;52,47078
14879;51190;11;3;3071639;2019;8;6;5;3;3;6;1;1;0;0;0;0;0;0;800498,005;5829767,663;13,43136;52,53492
14880;51191;11;3;3061429;2019;12;21;5;3;0;3;2;1;0;0;0;0;1;1;800986,7256;5830506,252;13,43921;52,54127
14881;51192;11;1;1011105;2019;5;13;4;3;6;4;0;0;1;1;0;0;0;0;796759,385;5826667,672;13,37364;52,50918
14882;51193;11;7;7040403;2019;4;23;7;3;2;6;2;0;1;0;0;0;0;0;796845,6976;5822389,964;13,37109;52,47079
