;OBJECTID;LAND;BEZ;LOR;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
8468;203450;11;4;4010103;2018;7;14;3;3;3;6;0;0;0;0;1;0;1;0;791212,0028;5829140,703;13,29429708;52,5343395
8469;203451;11;1;1011303;2018;7;9;1;3;0;4;0;0;0;1;0;0;1;0;799349,8027;5828621,09;13,41344988;52,52527351
8470;203452;11;8;8010301;2018;7;12;1;3;2;6;0;1;1;0;0;0;0;0;801150,6288;5824881,748;13,43653114;52,49076536
8471;203453;11;10;10040933;2018;8;8;3;3;5;2;0;0;1;0;1;0;0;0;812579,9996;5824275,504;13,6037597;52,47890886
8472;203454;11;1;1044203;2018;8;8;5;3;0;3;0;0;1;0;1;0;0;0;795654,2278;5831548,598;13,36174189;52,55353254
8473;203455;11;7;7070705;2018;8;8;3;3;5;2;0;1;1;0;0;0;0;0;798556,0397;5814414,395;13,38907723;52,39836299
8474;203456;11;1;1011303;2018;8;16;6;3;0;2;0;1;0;0;0;0;1;0;799593,8715;5828713,818;13,41712022;52,52597061
8475;203457;11;7;7040401;2018;8;8;3;3;5;2;0;1;1;0;0;0;0;0;798737,8807;5823947,455;13,4002636;52,48371638
8476;203458;11;4;4030416;2018;8;17;6;3;5;3;1;1;0;0;0;0;0;0;791035,3432;5827005,066;13,28983087;52,51528802
8477;203459;11;11;11020411;2018;8;6;5;3;6;7;0;0;1;1;0;0;0;0;804943,6077;5833101,287;13,49976085;52,56232717
8478;203460;11;1;1022106;2018;8;14;6;3;5;2;0;1;1;0;0;0;0;0;794556,9976;5828351,919;13,34277133;52,52547112
8479;203461;11;1;1011103;2018;8;18;4;3;5;2;1;0;1;0;0;0;0;0;795407,3316;5825824,733;13,35302537;52,50235686
8480;203462;11;2;2010104;2018;8;8;3;3;5;3;0;1;1;0;0;0;0;0;798585,1452;5825555,457;13,39946197;52,49821356
8481;203463;11;8;8041037;2018;8;15;6;3;5;2;0;0;1;0;0;0;0;0;805539,5673;5818565,93;13,49519298;52,4317209
8482;203464;11;4;4051448;2018;8;8;3;3;5;2;0;1;1;0;0;0;0;0;794199,3921;5825041,222;13,33458891;52,49598573
8483;203465;11;4;4020313;2018;8;14;4;3;2;6;0;0;1;0;0;0;0;0;790390,9483;5827225,238;13,28055356;52,51760536
8484;203466;11;7;7010102;2018;8;14;4;3;1;7;0;0;1;0;0;0;1;0;795694,9775;5825468,867;13,35693474;52,49901101
8485;203467;11;1;1044203;2018;8;14;6;3;5;2;0;1;0;0;0;1;0;0;795445,5553;5831605,513;13,35872371;52,55415597
8486;203468;11;6;6010209;2018;8;7;3;3;3;6;0;1;1;0;0;0;0;0;794591,453;5820882,122;13,33667325;52,45849024
8487;203469;11;3;3030715;2018;8;14;6;3;5;2;0;1;1;0;0;0;0;0;801114,7007;5835003,788;13,44517473;52,5815103
8488;203470;11;9;9041601;2018;8;12;4;2;6;4;0;0;1;1;0;0;0;0;816610,5701;5817430,975;13,65642513;52,41525671
8489;203471;11;7;7060603;2018;8;14;6;3;1;5;0;0;1;0;0;0;1;0;798536,4687;5815970,451;13,39017755;52,41232206
8490;203472;11;4;4030621;2018;8;7;3;3;2;6;0;0;1;0;0;0;1;0;793510;5827638,004;13,32675292;52,5196359
8491;203473;11;4;4051551;2018;8;11;6;3;2;6;0;0;1;0;0;0;0;0;792818,4399;5823199,607;13,3126873;52,48021883
8492;203474;11;1;1033203;2018;8;8;6;3;5;3;0;1;1;0;0;0;0;0;796807,2544;5830352,763;13,37762969;52,54218614
8493;203475;11;4;4051447;2018;8;11;4;3;5;5;0;1;1;0;0;0;0;0;793095,7328;5824498,781;13,31790118;52,49171675
8494;203476;11;1;1022201;2018;8;7;6;3;5;3;0;1;1;0;0;0;0;0;795486,9244;5829584,766;13,35753443;52,53601935
8495;203477;11;11;11020412;2018;8;6;3;2;5;2;0;0;0;0;1;1;0;0;805873,5945;5831376,075;13,51184807;52,54634384
8496;203478;11;5;5020625;2018;8;11;6;3;0;2;0;0;1;0;0;0;1;0;784662,9951;5828498,777;13,19745863;52,53204414
8497;203479;11;4;4030417;2018;8;9;4;3;5;2;0;0;1;0;0;0;0;0;791752,789;5827251,674;13,30058986;52,5171155
8498;203480;11;7;7050505;2018;8;13;6;3;0;6;0;0;1;0;0;1;0;0;799441,7353;5817761,319;13,40505013;52,42788052
8499;203481;11;7;7030302;2018;8;9;4;3;5;3;0;0;1;0;0;0;0;0;794959,4813;5822480,47;13,34348686;52,47261998
8500;203482;11;8;8010301;2018;8;1;3;2;6;4;2;0;1;1;0;0;0;0;800655,2267;5824395,661;13,42881809;52,48668147
8501;203483;11;11;11051331;2018;8;14;6;3;0;6;0;1;1;0;0;0;0;0;807241,5113;5824240,774;13,52536974;52,48162704
8502;203484;11;6;6040810;2018;8;15;1;3;5;2;0;1;0;0;0;0;0;0;792689,889;5821712,973;13,30949526;52,46696039
8503;203485;11;1;1011103;2018;8;17;3;2;0;2;0;0;1;0;1;0;0;0;795320,3543;5826139,556;13,35202695;52,50522609
8504;203486;11;1;1033102;2018;8;9;4;2;5;2;0;1;1;0;0;0;0;0;797005,8131;5831494,175;13,3815697;52,55230936
8505;203487;11;1;1011101;2018;8;14;1;3;3;6;0;0;1;0;1;0;0;0;795306,376;5826207,261;13,35188166;52,50584057
8506;203488;11;2;2010101;2018;8;8;4;3;2;6;0;1;0;0;0;0;0;0;797691,3799;5826229,83;13,38693776;52,50474679
8507;203489;11;12;12214125;2018;8;7;6;3;1;5;0;1;1;0;0;0;0;0;788448,4868;5832436,392;13,25653119;52,56535601
8508;203490;11;3;3020209;2018;8;11;3;3;0;3;0;1;1;0;0;0;0;0;797130,4734;5835652,665;13,38712855;52,589517
8509;203491;11;3;3061126;2018;8;7;6;3;5;3;0;1;0;0;0;0;0;0;798347,0645;5831634,223;13,401419;52,55283169
8510;203492;11;10;10040931;2018;8;7;4;2;5;2;0;0;1;0;1;0;0;0;813471,8735;5829446,593;13,62171657;52,52473562
8511;203493;11;6;6010102;2018;8;6;6;3;5;3;0;0;1;0;0;0;0;0;793427,7303;5820321,982;13,31910282;52,45409481
8512;203494;11;1;1011105;2018;8;7;4;3;5;2;0;1;1;0;0;0;0;0;796853,7161;5826968,507;13,37529141;52,51182466
8513;203495;11;5;5030832;2018;8;17;2;3;5;3;0;1;1;0;0;0;0;0;789057,2193;5829678,471;13,26308576;52,54030782
8514;203496;11;9;9031202;2018;8;7;6;2;5;3;0;1;1;0;0;0;0;0;815997,2893;5813234,339;13,64348027;52,3780059
8515;203497;11;12;12214424;2018;8;7;4;3;2;3;0;1;0;0;0;0;1;0;792627,6163;5832650,775;13,31820115;52,56504766
8516;203498;11;10;10010310;2018;8;21;6;2;3;6;2;1;0;0;0;0;0;0;808765,1737;5831035,148;13,55403823;52,54165755
8517;203499;11;6;6040810;2018;8;10;4;3;2;7;0;0;1;0;0;0;0;0;790315,264;5820298,878;13,27340798;52,45554973
8518;203500;11;2;2030301;2018;8;17;2;3;5;2;0;0;1;0;0;0;1;0;800112,226;5825741,248;13,42205732;52,49904128
8519;203501;11;7;7070701;2018;8;21;6;2;6;2;2;0;1;1;0;0;0;0;798696,0216;5816020,843;13,39256136;52,41268673
8520;203502;11;4;4020310;2018;8;17;2;3;5;7;0;0;1;0;1;0;0;0;790304,4609;5827700,28;13,27969713;52,5219102
8521;203503;11;3;3020307;2018;8;7;4;3;3;6;0;1;0;0;0;0;0;0;800814,9825;5837224,98;13,44278173;52,60158467
8522;203504;11;1;1044102;2018;8;14;2;3;1;5;0;1;1;0;0;0;0;0;794957,179;5831355,027;13,35131874;52,55217527
8523;203505;11;11;11010308;2018;8;20;6;3;5;3;0;0;1;0;0;0;1;0;805054,8086;5833538,091;13,50179783;52,56617967
8524;203506;11;12;12214424;2018;8;15;2;3;5;2;0;1;1;0;0;0;0;0;793396,4855;5832399,491;13,3292897;52,56238123
8525;203507;11;4;4041134;2018;8;10;4;3;0;1;0;0;0;0;1;0;0;0;790883,1304;5824690,259;13,28557162;52,49461695
8526;203508;11;10;10010308;2018;8;14;2;3;3;6;0;0;1;0;0;1;0;0;806520,53;5830214,338;13,5202868;52,53556861
8527;203509;11;3;3061434;2018;8;19;6;2;5;2;0;0;1;0;0;0;0;0;801200,4113;5829481,034;13,44142447;52,53196212
8528;203510;11;4;4030930;2018;8;0;4;3;0;1;2;0;0;0;1;0;0;0;793380,4937;5825672,715;13,32311731;52,50208763
8529;203511;11;6;6010209;2018;8;19;6;3;3;6;0;0;1;0;1;0;0;0;794687,2398;5821655,734;13,33876195;52,46537362
8530;203512;11;1;1011401;2018;8;22;4;3;0;1;2;1;0;0;0;0;0;0;798269,4914;5829365,141;13,39824095;52,532535
8531;203513;11;10;10010310;2018;8;19;2;3;1;5;0;1;1;0;0;0;0;0;808320,4341;5830800,804;13,54728369;52,53980922
8532;203514;11;6;6030608;2018;8;19;6;3;6;4;0;1;0;1;0;0;0;0;792781,787;5817502,86;13,30715415;52,42916818
8533;203515;11;11;11030721;2018;8;7;2;3;3;6;0;1;0;0;0;0;1;0;803913,2924;5828410,451;13,48031713;52,52086111
8534;203516;11;9;9041501;2018;8;22;4;2;0;7;2;0;0;0;1;0;0;0;811016,012;5820296,379;13,57709756;52,44414269
8535;203517;11;1;1033102;2018;8;19;4;3;5;2;0;0;1;0;1;0;0;0;797071,095;5831447,369;13,38248783;52,5518542
8536;203518;11;4;4030828;2018;8;11;2;3;1;5;0;1;1;0;0;0;0;0;792778,5161;5826108,42;13,31465734;52,50631691
8537;203519;11;3;3061430;2018;8;18;6;3;1;5;0;1;0;0;0;0;1;0;802273,4177;5829172,35;13,45691415;52,52860145
8538;203520;11;12;12103219;2018;8;12;2;3;5;3;0;1;1;0;0;0;0;0;795658,3014;5832376,837;13,36253957;52,5609547
8539;203521;11;4;4051445;2018;8;18;4;3;5;2;0;0;1;0;0;0;0;0;792441,168;5824104,11;13,30794137;52,48852968
8540;203522;11;12;12301206;2018;8;10;2;3;6;4;0;0;1;1;0;0;0;0;795051,6095;5838064,529;13,35868057;52,61226863
8541;203523;11;8;8010301;2018;8;16;6;3;6;7;0;1;0;1;0;0;0;0;801316,2394;5824332,687;13,43846654;52,48575262
8542;203524;11;4;4030621;2018;8;9;2;3;5;2;0;0;1;0;1;0;0;0;793819,8488;5827033,402;13,33077241;52,5140491
8543;203525;11;4;4041136;2018;8;18;4;2;5;7;0;0;1;0;1;0;0;0;790673,3679;5822853,781;13,28088892;52,47826449
8544;203526;11;10;10040932;2018;8;17;6;3;2;2;0;0;1;0;0;0;0;0;812945,3841;5827867,231;13,61249603;52,51088537
8545;203527;11;2;2040701;2018;8;18;4;3;5;2;0;1;1;0;0;0;0;0;800718,0131;5827873,272;13,43288046;52,51781772
8546;203528;11;12;12302211;2018;8;9;2;3;2;6;0;0;1;0;1;0;0;0;793507,455;5836958,209;13,33495937;52,60318736
8547;203529;11;12;12302108;2018;8;16;6;3;5;2;0;1;1;0;0;0;0;0;794654,728;5836954,65;13,3518478;52,60253489
8548;203530;11;2;2020206;2018;8;19;2;3;5;3;0;1;1;0;0;0;0;0;800017,0639;5824454,633;13,41950109;52,48756111
8549;203531;11;2;2010103;2018;8;18;4;3;5;3;0;1;1;0;0;0;0;0;799280,8859;5826219,97;13,4102775;52,50378887
8550;203532;11;4;4051549;2018;8;17;4;3;5;2;0;0;1;0;0;0;0;0;792397,6211;5823693,028;13,30694121;52,48486775
8551;203533;11;3;3061227;2018;8;16;6;2;6;4;0;0;0;1;0;0;1;0;800202,9956;5831646,87;13,42872176;52,55192532
8552;203534;11;6;6010207;2018;8;16;4;3;5;2;0;1;1;0;0;0;0;0;793950,0863;5820445,371;13,32687646;52,45492029
8553;203535;11;1;1011201;2018;8;8;2;3;5;7;0;1;1;0;0;0;0;0;797332,0987;5827150,647;13,38248257;52,51319679
8554;203536;11;4;4020204;2018;8;16;6;3;5;3;0;1;1;0;0;0;0;0;788312,7599;5826876,14;13,24970907;52,51557823
8555;203537;11;1;1011102;2018;8;8;2;3;4;6;0;1;0;0;0;0;0;0;795129,5006;5827082,216;13,35005906;52,51377961
8556;203538;11;2;2040502;2018;8;15;4;3;5;2;0;0;1;0;0;0;0;0;800464,2322;5828467,104;13,42968803;52,52328029
8557;203539;11;3;3050925;2018;8;15;4;3;5;7;0;1;1;0;0;0;0;0;801733,0775;5831061,193;13,45068818;52,5458305
8558;203540;11;7;7010101;2018;8;8;2;3;2;6;0;0;1;0;0;0;0;0;794969,66;5824906,499;13,34578295;52,49436229
8559;203541;11;2;2010104;2018;8;16;6;3;5;2;0;0;1;0;0;0;0;0;799061,6428;5825597,129;13,40649774;52,49832619
8560;203542;11;2;2040502;2018;8;8;2;3;5;2;0;1;0;0;0;0;1;0;801247,5575;5827816,665;13,44060976;52,51701809
8561;203543;11;12;12214125;2018;8;12;1;2;5;3;0;1;0;0;0;0;0;0;788334,683;5832033,009;13,2545063;52,56179985
8562;203544;11;7;7020201;2018;8;15;4;3;2;6;0;0;1;0;0;0;1;0;794942,1123;5824376,88;13,34490953;52,48962949
8563;203545;11;2;2050601;2018;8;8;2;3;5;2;0;1;1;0;0;0;0;0;801879,039;5828989,946;13,45095265;52,52718508
8564;203546;11;4;4051652;2018;8;18;6;2;0;7;0;1;0;0;0;0;0;0;793443,029;5824193,869;13,32273324;52,48879675
8565;203547;11;1;1011303;2018;8;16;2;3;1;5;0;1;0;0;0;0;1;0;799295,8451;5827573,532;13,41171436;52,51591335
8566;203548;11;1;1011402;2018;8;7;5;2;0;1;0;1;0;0;0;0;0;0;798683,4134;5829470,625;13,40441979;52,53325386
8567;203549;11;4;4030620;2018;8;14;4;3;2;6;0;0;1;0;0;0;1;0;792126,4833;5827313,729;13,30613591;52,51747176
8568;203550;11;1;1011303;2018;8;22;5;3;0;2;2;0;1;0;0;0;1;0;799146,9614;5828305,441;13,410185;52,52255552
8569;203551;11;7;7010104;2018;8;14;4;2;0;7;0;0;1;0;1;0;0;0;796487,01;5824870,75;13,36803583;52,49321973
8570;203552;11;1;1011204;2018;8;15;2;3;5;2;0;1;1;0;0;1;0;0;798486,3387;5826667,023;13,39900722;52,50823134
8571;203553;11;9;9041301;2018;8;21;5;3;6;2;2;0;1;1;0;0;0;0;812102,8335;5819739,717;13,59251634;52,43853502
8572;203554;11;9;9020502;2018;8;15;1;2;9;1;0;0;0;0;1;0;0;0;807470,5971;5821414,006;13,52612765;52,45616415
8573;203555;11;10;10040931;2018;8;7;2;3;2;6;0;0;1;0;0;0;1;0;813002,9916;5828497,895;13,61393528;52,51650371
8574;203556;11;3;3050919;2018;8;14;4;3;5;3;0;1;1;0;0;0;0;0;801444,9204;5833145,763;13,44834461;52,56467404
8575;203557;11;4;4051445;2018;8;11;1;3;5;2;0;1;1;0;0;0;0;0;792043,7301;5824074,294;13,30207854;52,48847515
8576;203558;11;11;11020412;2018;7;21;3;3;6;4;2;0;0;1;1;0;0;0;805734,7557;5831823,371;13,51021878;52,55043055
8577;203559;11;9;9020802;2018;8;20;2;3;6;2;1;0;1;1;0;0;0;0;810042,4386;5820422,678;13,56293648;52,44582741
8578;203560;11;8;8020727;2018;8;20;5;3;2;6;1;0;1;0;1;0;0;0;801543,8609;5817531,774;13,43566704;52,42466853
8579;203561;11;1;1022201;2018;7;21;3;3;1;1;0;1;1;0;0;0;0;0;794596,7996;5829040,468;13,34396642;52,53162198
8580;203562;11;6;6030504;2018;7;8;3;3;5;3;0;1;1;0;0;0;0;0;790374,8274;5816669,989;13,27112923;52,4229841
8581;203563;11;7;7040403;2018;8;12;2;3;5;2;0;0;1;0;0;0;0;0;797346,1997;5821929,679;13,37803108;52,46638874
8582;203564;11;8;8030831;2018;8;20;5;3;6;4;0;0;1;1;0;0;0;0;804473,2282;5817383,143;13,47848013;52,42171431
8583;203565;11;1;1033102;2018;8;11;2;3;5;2;0;0;1;0;0;0;0;0;797707,7075;5831843,889;13,39220495;52,55506091
8584;203566;11;1;1044101;2018;8;18;5;3;3;6;0;1;0;0;0;0;0;0;794143,14;5831892,181;13,33982319;52,55743071
8585;203567;11;7;7060604;2018;7;18;3;3;5;3;0;1;1;0;0;0;0;0;797747,8358;5815403,593;13,37811286;52,40767021
8586;203568;11;11;11010103;2018;8;18;5;3;2;6;0;0;1;0;0;0;0;0;808272,7688;5834031,679;13,54958314;52,56879056
8587;203569;11;7;7050501;2018;8;6;2;3;0;2;0;0;0;0;0;0;1;0;797481,1677;5818704,691;13,37713945;52,43740648
8588;203570;11;1;1011401;2018;8;18;5;2;5;7;0;0;1;0;1;0;0;0;798465,6995;5829111,321;13,40089705;52,53015246
8589;203571;11;2;2020204;2018;8;15;5;3;5;3;0;1;1;0;0;0;0;0;798352,6404;5825512,331;13,39600849;52,49795415
8590;203572;11;10;11020516;2018;7;13;3;3;2;6;0;0;1;0;0;0;0;0;806287,1642;5830224,282;13,51686612;52,53578892
8591;203573;11;9;9051702;2018;8;16;2;3;2;6;0;0;1;0;0;0;0;0;814341,462;5823287,819;13,62868053;52,46904739
8592;203574;11;4;4030620;2018;8;15;5;3;2;6;0;0;1;0;0;0;0;0;792342,0712;5827236,676;13,30923634;52,51666548
8593;203575;11;1;1022204;2018;8;15;1;3;0;3;0;1;0;0;0;0;0;0;794814,2046;5828306,995;13,34651176;52,52492939
8594;203576;11;10;10040830;2018;8;16;2;3;5;3;0;0;1;0;0;0;0;0;810459,9867;5825563,28;13,57384338;52,49165859
8595;203577;11;12;12302212;2018;7;10;3;3;6;7;0;0;0;1;0;0;1;0;793080,1838;5837629,026;13,32926244;52,6094313
8596;203578;11;2;2040502;2018;7;19;3;3;0;2;0;1;0;0;1;0;0;0;801250,6248;5827842,695;13,4406784;52,51724972
8597;203579;11;11;11040926;2018;8;14;5;2;5;2;0;0;1;0;0;0;0;0;804649,591;5826541,945;13,48942512;52,50370367
8598;203580;11;4;4020312;2018;8;6;2;2;5;3;0;0;1;0;1;0;0;0;789455,9965;5827396,378;13,26696226;52,51963672
8599;203581;11;9;9051901;2018;8;14;5;2;0;4;0;0;1;1;0;0;0;0;810907,3267;5821513,836;13,57663675;52,45511484
8600;203582;11;1;1011302;2018;7;10;3;3;0;1;0;1;0;0;0;0;0;0;798123,0878;5828447,006;13,39526575;52,52438522
8601;203583;11;2;2030301;2018;8;12;5;3;1;5;0;1;1;0;0;0;0;0;799600,9838;5826243,833;13,41500081;52,50382711
8602;203584;11;1;1044103;2018;7;10;3;3;2;6;0;0;1;0;0;0;0;0;794605,8205;5830793,298;13,34565321;52,54732995
8603;203585;11;1;1022204;2018;8;17;2;2;2;6;0;0;1;1;0;0;0;0;795139,6252;5828263,278;13,35125568;52,52436145
8604;203586;11;7;7020203;2018;8;13;5;3;5;2;0;1;1;0;0;0;0;0;795376,4543;5824020,771;13,35097235;52,48620239
8605;203587;11;1;1011402;2018;7;17;3;3;5;2;0;1;0;0;0;0;1;0;798517,1514;5830045,684;13,40249248;52,53849953
8606;203588;11;6;6020410;2018;8;13;5;3;0;1;0;1;0;0;0;0;0;0;794456,5868;5816572,719;13,33089739;52,41993099
8607;203589;11;11;11041022;2018;8;15;2;2;5;3;0;1;1;0;0;0;0;0;805835,0514;5827397,823;13,50762215;52,51071122
8608;203590;11;7;7030302;2018;8;13;5;3;0;7;0;0;1;0;0;0;0;0;795001,695;5822962,183;13,34453261;52,47691545
8609;203591;11;12;12214424;2018;7;9;3;2;3;6;0;1;0;0;0;0;0;0;793395,8074;5832509,055;13,32937661;52,56336378
8610;203592;11;10;10030724;2018;8;2;5;2;5;3;2;0;1;0;0;0;0;0;809120,1913;5829712,056;13,55802587;52,52959916
8611;203593;11;1;1011203;2018;8;10;2;2;5;3;0;0;1;0;1;0;0;0;797759,9604;5827455,63;13,38904179;52,51569719
8612;203594;11;12;12103218;2018;8;12;5;3;5;2;0;0;1;0;0;1;0;0;794827,323;5834453,011;13,35216233;52,5800164
8613;203595;11;4;4031032;2018;8;9;2;2;6;4;0;0;0;1;1;0;0;0;791831,5767;5825189,911;13,29994013;52,49858997
8614;203596;11;9;9041501;2018;7;20;3;3;0;2;1;0;1;0;1;0;0;0;811385,1159;5820153,131;13,58237718;52,44264892
8615;203597;11;1;1033101;2018;8;18;2;2;5;3;0;0;1;0;1;0;0;0;796730,8127;5832437,021;13,37836851;52,56091078
8616;203598;11;4;4020310;2018;8;11;5;3;0;2;0;1;1;0;0;0;0;0;790269,2958;5827910,743;13,27936398;52,52381573
8617;203599;11;7;7030302;2018;7;20;3;2;5;3;0;1;1;0;0;0;0;0;794156,9972;5821835,513;13,33113777;52,46727099
8618;203600;11;8;8041036;2018;8;11;5;3;5;3;0;1;1;0;0;0;0;0;804479,6811;5816941,223;13,47817262;52,41774986
8619;203601;11;1;1011201;2018;7;9;3;3;2;6;0;0;1;0;1;0;0;0;797228,4025;5827420,196;13,38119978;52,51566951
8620;203602;11;8;8041037;2018;8;21;2;3;1;5;2;1;1;0;0;0;0;0;805705,0006;5816972,016;13,49616217;52,41734286
8621;203603;11;11;11010205;2018;8;11;5;3;0;3;0;0;1;0;1;0;0;0;806500,2922;5833032,448;13,52259017;52,56083622
8622;203604;11;8;8010405;2018;8;3;2;3;2;6;2;0;0;0;0;0;1;0;802136,1574;5823934,414;13,45014366;52,48172977
8623;203605;11;1;1044202;2018;7;20;3;3;5;2;0;0;1;0;0;0;0;0;794896,1195;5830242,237;13,34943268;52,54223306
8624;203606;11;12;12214125;2018;8;10;1;3;5;3;0;0;1;0;0;0;0;0;791939,8725;5831495,932;13,30706763;52,55506409
8625;203607;11;4;4041241;2018;7;9;3;3;2;7;0;1;1;0;0;0;0;0;792001,1296;5822152,264;13,29976966;52,47126715
8626;203608;11;1;1022106;2018;8;21;1;3;5;3;1;1;0;0;0;0;0;0;794245,8587;5827707,247;13,33762803;52,51986005
8627;203609;11;12;12231102;2018;8;10;5;3;5;3;0;0;1;0;0;0;0;0;789316,6793;5839733,632;13,27568023;52,63031534
8628;203610;11;7;7010104;2018;8;21;1;3;5;3;1;1;1;0;0;0;0;0;796016,1857;5824630,804;13,36090801;52,49132435
8629;203611;11;10;10010308;2018;7;18;3;3;2;6;0;0;1;0;0;0;1;0;806459,6046;5829881,43;13,51908442;52,5326193
8630;203612;11;2;2020206;2018;7;8;3;3;5;2;0;1;1;0;0;0;0;0;799773,5713;5824814,292;13,41624935;52,49091866
8631;203613;11;6;6010205;2018;8;19;1;3;1;5;0;1;1;0;0;0;0;0;795635,9072;5819938,913;13,35116554;52,44947102
8632;203614;11;4;4051653;2018;8;10;5;3;2;6;0;0;1;0;0;0;0;0;793950,8162;5824735,489;13,33066811;52,49337892
8633;203615;11;7;7050503;2018;8;18;1;2;1;1;0;0;1;0;1;0;0;0;799179,8262;5819987,826;13,40320243;52,44798162
8634;203616;11;7;7010104;2018;7;7;3;3;0;6;0;0;1;0;0;0;1;0;796336,8883;5824939,616;13,36589237;52,49391856
8635;203617;11;12;12103115;2018;8;18;1;3;2;6;0;0;1;0;0;0;0;0;795507,2872;5833435,57;13,36126139;52,5705272
8636;203618;11;1;1033102;2018;8;9;5;3;3;6;0;1;0;0;0;0;0;0;797018,1181;5831529,911;13,38178262;52,55262298
8637;203619;11;5;5010206;2018;8;16;1;3;3;6;0;0;1;0;1;0;0;0;782133,3483;5829890,059;13,16144689;52,54583428
8638;203620;11;1;1044201;2018;7;18;3;3;2;6;0;0;1;0;0;0;0;0;796981,6568;5831897,995;13,38157572;52,5559423
8639;203621;11;1;1044101;2018;8;7;5;3;2;2;0;0;1;0;1;0;0;0;793670,5032;5832264,832;13,3332013;52,56102638
8640;203622;11;7;7040403;2018;7;18;3;3;5;2;0;1;1;0;0;0;0;0;797290,971;5821387,284;13,37673734;52,46155677
8641;203623;11;2;2020206;2018;8;16;1;2;5;7;0;0;1;0;1;0;0;0;799237,4246;5824556,011;13,40814435;52,4888977
8642;203624;11;8;8010118;2018;8;6;5;3;5;2;0;0;0;0;1;1;0;0;801080,7805;5821969,742;13,43287638;52,46470272
8643;203625;11;1;1011305;2018;8;14;1;2;3;6;0;1;0;0;0;0;0;0;799449,9334;5826543,984;13,41305203;52,50660043
8644;203626;11;6;6010102;2018;7;17;3;2;3;6;0;1;0;0;0;0;1;0;793740,4275;5821062,746;13,32434307;52,46056755
8645;203627;11;11;11010103;2018;8;10;1;3;4;6;0;1;0;0;0;0;0;0;809296,0257;5834515,84;13,56508415;52,572549
8646;203628;11;3;3040614;2018;7;17;3;3;5;2;0;1;1;0;0;0;0;0;800024,0285;5834538,645;13,42870519;52,57794361
8647;203629;11;2;2010101;2018;8;15;1;3;5;2;0;0;1;0;1;0;0;0;797174,9321;5826406,886;13,37950933;52,50661544
8648;203630;11;1;1044202;2018;8;5;5;3;1;1;0;0;1;0;0;0;0;0;795579,8983;5830498,794;13,35971435;52,54416236
8649;203631;11;10;10020413;2018;8;14;1;3;5;3;0;1;1;0;0;0;0;0;811990,4124;5830702,916;13,60113012;52,53684342
8650;203632;11;1;1033201;2018;8;11;1;3;5;3;0;0;1;0;0;0;0;0;797820,766;5830450,999;13,39261844;52,54251368
8651;203633;11;10;10020517;2018;7;6;3;3;6;4;0;0;1;1;0;0;0;0;813242,1513;5831053,025;13,61985527;52,53926275
8652;203634;11;5;5030833;2018;8;7;5;2;5;2;0;0;1;0;0;0;0;0;788186,3009;5829353,592;13,24999792;52,53785647
8653;203635;11;11;11030720;2018;8;13;1;3;0;7;0;0;1;0;1;0;0;1;804615,5698;5829088,647;13,49125681;52,52654762
8654;203636;11;4;4030725;2018;8;6;5;3;5;2;0;1;1;0;0;0;0;0;791440,1497;5826079,451;13,29496891;52,5067738
8655;203637;11;10;10040933;2018;7;16;3;3;0;7;0;0;1;0;0;0;1;0;813049,8006;5826699,565;13,61293174;52,50036197
8656;203638;11;11;11030720;2018;8;8;1;2;2;6;0;0;1;0;0;0;0;0;805554,8295;5830060,722;13,50595224;52,5347341
8657;203639;11;1;1011301;2018;8;8;5;3;2;6;0;1;1;0;0;0;0;0;797198,669;5829147,53;13,38230648;52,53116929
8658;203640;11;11;11040926;2018;7;16;3;3;5;3;0;0;1;0;0;0;0;0;805478,6359;5826961,296;13,50198606;52,50699858
8659;203641;11;8;8010404;2018;8;12;1;3;5;3;0;1;0;0;0;0;0;0;802279,6093;5823014,796;13,45141606;52,47340777
8660;203642;11;12;12304313;2018;8;0;1;2;0;7;2;0;0;0;0;0;1;0;792168,7897;5835289,367;13,31377665;52,58894799
8661;203643;11;4;4041344;2018;8;9;5;3;5;3;0;0;1;0;0;0;1;0;793379,7339;5821960,236;13,31983846;52,46880703
8662;203644;11;9;9051801;2018;8;22;1;2;3;6;2;1;1;0;0;0;0;0;821586,8263;5819411,547;13,73124634;52,43010144
8663;203645;11;12;12103117;2018;7;16;3;3;2;6;0;0;1;0;0;0;1;0;796717,3784;5833198,015;13,37885149;52,56773952
8664;203646;11;2;2040503;2018;8;10;5;3;4;6;0;0;1;0;0;0;1;0;801407,2449;5827932,837;13,44306123;52,51797113
8665;203647;11;2;2010104;2018;7;16;3;3;1;5;0;1;1;0;0;0;0;0;799027,3932;5825500,577;13,40590803;52,49747951
8666;203648;11;2;2040703;2018;8;4;7;3;0;1;2;0;0;0;1;0;0;0;801928,8908;5826807,774;13,44970494;52,5075986
8667;203649;11;7;7020202;2018;8;8;5;2;0;1;0;0;0;0;1;0;0;0;794603,4472;5823444,986;13,33911241;52,48145847
8668;203650;11;10;10020413;2018;8;22;7;3;5;3;2;0;1;0;1;0;0;0;812010,0162;5830591,741;13,60131385;52,53583594
